,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
35,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.975,0.9
36,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.975,0.9
37,21-22,1,21,0,21,21,22,1,0.95,0.95,0.975,0.9
38,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.975,0.9
39,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.975,0.9
40,22-23,0.1,14,52,66,19,20,0.21,3.3,0.7,0.975,0.9
41,22-23,0.3,25,0,25,37,37,1,0.68,0.68,0.975,0.9
42,22-23,1,17,0,17,20,21,1,0.81,0.81,0.975,0.9
43,22-23,3,20,1,21,20,21,0.95,1,0.95,0.975,0.9
44,22-23,10,14,0,14,14,21,1,0.67,0.67,0.975,0.9
45,23-24,0.1,1,14,15,17,19,0.07,0.79,0.05,0.975,0.9
46,23-24,0.3,2,1,3,26,26,0.67,0.12,0.08,0.975,0.9
47,23-24,1,8,0,8,24,25,1,0.32,0.32,0.975,0.9
48,23-24,3,22,0,22,22,23,1,0.96,0.96,0.975,0.9
49,23-24,10,12,0,12,12,20,1,0.6,0.6,0.975,0.9
50,24-25,0.1,2,2,4,22,23,0.5,0.17,0.09,0.975,0.9
51,24-25,0.3,0,1,1,19,20,0,0.05,0,0.975,0.9
52,24-25,1,12,3,15,20,20,0.8,0.75,0.6,0.975,0.9
53,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.975,0.9
54,24-25,10,8,0,8,13,25,1,0.32,0.32,0.975,0.9
55,25-26,0.1,0,0,0,27,35,0,0,0,0.975,0.9
56,25-26,0.3,0,0,0,23,27,0,0,0,0.975,0.9
57,25-26,1,6,27,33,16,19,0.18,1.74,0.32,0.975,0.9
58,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.975,0.9
59,25-26,10,0,0,0,2,18,0,0,0,0.975,0.9
60,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.8
61,20-21,0.3,23,0,23,23,23,1,1,1,0.975,0.8
62,20-21,1,20,0,20,20,20,1,1,1,0.975,0.8
63,20-21,3,17,0,17,17,19,1,0.89,0.89,0.975,0.8
64,20-21,10,11,0,11,11,16,1,0.69,0.69,0.975,0.8
65,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.975,0.8
66,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.975,0.8
67,21-22,1,21,0,21,21,22,1,0.95,0.95,0.975,0.8
68,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.975,0.8
69,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.975,0.8
70,22-23,0.1,14,52,66,19,20,0.21,3.3,0.7,0.975,0.8
71,22-23,0.3,25,0,25,37,37,1,0.68,0.68,0.975,0.8
72,22-23,1,19,0,19,20,21,1,0.9,0.9,0.975,0.8
73,22-23,3,20,1,21,20,21,0.95,1,0.95,0.975,0.8
74,22-23,10,14,0,14,14,21,1,0.67,0.67,0.975,0.8
75,23-24,0.1,1,14,15,17,19,0.07,0.79,0.05,0.975,0.8
76,23-24,0.3,2,1,3,26,26,0.67,0.12,0.08,0.975,0.8
77,23-24,1,14,0,14,24,25,1,0.56,0.56,0.975,0.8
78,23-24,3,22,0,22,22,23,1,0.96,0.96,0.975,0.8
79,23-24,10,12,0,12,12,20,1,0.6,0.6,0.975,0.8
80,24-25,0.1,2,2,4,22,23,0.5,0.17,0.09,0.975,0.8
81,24-25,0.3,0,1,1,19,20,0,0.05,0,0.975,0.8
82,24-25,1,13,6,19,20,20,0.68,0.95,0.65,0.975,0.8
83,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.975,0.8
84,24-25,10,8,0,8,13,25,1,0.32,0.32,0.975,0.8
85,25-26,0.1,0,0,0,27,35,0,0,0,0.975,0.8
86,25-26,0.3,0,0,0,23,27,0,0,0,0.975,0.8
87,25-26,1,6,37,43,16,19,0.14,2.26,0.32,0.975,0.8
88,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.975,0.8
89,25-26,10,0,0,0,2,18,0,0,0,0.975,0.8
90,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.7
91,20-21,0.3,23,0,23,23,23,1,1,1,0.975,0.7
92,20-21,1,20,0,20,20,20,1,1,1,0.975,0.7
93,20-21,3,17,0,17,17,19,1,0.89,0.89,0.975,0.7
94,20-21,10,11,0,11,11,16,1,0.69,0.69,0.975,0.7
95,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.975,0.7
96,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.975,0.7
97,21-22,1,21,0,21,21,22,1,0.95,0.95,0.975,0.7
98,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.975,0.7
99,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.975,0.7
100,22-23,0.1,14,52,66,19,20,0.21,3.3,0.7,0.975,0.7
101,22-23,0.3,25,0,25,37,37,1,0.68,0.68,0.975,0.7
102,22-23,1,19,0,19,20,21,1,0.9,0.9,0.975,0.7
103,22-23,3,20,1,21,20,21,0.95,1,0.95,0.975,0.7
104,22-23,10,14,0,14,14,21,1,0.67,0.67,0.975,0.7
105,23-24,0.1,1,14,15,17,19,0.07,0.79,0.05,0.975,0.7
106,23-24,0.3,2,1,3,26,26,0.67,0.12,0.08,0.975,0.7
107,23-24,1,17,0,17,24,25,1,0.68,0.68,0.975,0.7
108,23-24,3,22,0,22,22,23,1,0.96,0.96,0.975,0.7
109,23-24,10,12,0,12,12,20,1,0.6,0.6,0.975,0.7
110,24-25,0.1,2,2,4,22,23,0.5,0.17,0.09,0.975,0.7
111,24-25,0.3,0,1,1,19,20,0,0.05,0,0.975,0.7
112,24-25,1,14,6,20,20,20,0.7,1,0.7,0.975,0.7
113,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.975,0.7
114,24-25,10,8,0,8,13,25,1,0.32,0.32,0.975,0.7
115,25-26,0.1,0,0,0,27,35,0,0,0,0.975,0.7
116,25-26,0.3,1,0,1,23,27,1,0.04,0.04,0.975,0.7
117,25-26,1,8,49,57,16,19,0.14,3,0.42,0.975,0.7
118,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.975,0.7
119,25-26,10,0,0,0,2,18,0,0,0,0.975,0.7
120,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.6
121,20-21,0.3,23,0,23,23,23,1,1,1,0.975,0.6
122,20-21,1,20,0,20,20,20,1,1,1,0.975,0.6
123,20-21,3,17,0,17,17,19,1,0.89,0.89,0.975,0.6
124,20-21,10,11,0,11,11,16,1,0.69,0.69,0.975,0.6
125,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.975,0.6
126,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.975,0.6
127,21-22,1,21,0,21,21,22,1,0.95,0.95,0.975,0.6
128,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.975,0.6
129,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.975,0.6
130,22-23,0.1,14,52,66,19,20,0.21,3.3,0.7,0.975,0.6
131,22-23,0.3,25,0,25,37,37,1,0.68,0.68,0.975,0.6
132,22-23,1,19,0,19,20,21,1,0.9,0.9,0.975,0.6
133,22-23,3,20,1,21,20,21,0.95,1,0.95,0.975,0.6
134,22-23,10,14,0,14,14,21,1,0.67,0.67,0.975,0.6
135,23-24,0.1,1,14,15,17,19,0.07,0.79,0.05,0.975,0.6
136,23-24,0.3,2,1,3,26,26,0.67,0.12,0.08,0.975,0.6
137,23-24,1,18,0,18,24,25,1,0.72,0.72,0.975,0.6
138,23-24,3,22,0,22,22,23,1,0.96,0.96,0.975,0.6
139,23-24,10,12,0,12,12,20,1,0.6,0.6,0.975,0.6
140,24-25,0.1,2,2,4,22,23,0.5,0.17,0.09,0.975,0.6
141,24-25,0.3,0,1,1,19,20,0,0.05,0,0.975,0.6
142,24-25,1,17,10,27,20,20,0.63,1.35,0.85,0.975,0.6
143,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.975,0.6
144,24-25,10,8,0,8,13,25,1,0.32,0.32,0.975,0.6
145,25-26,0.1,0,0,0,27,35,0,0,0,0.975,0.6
146,25-26,0.3,1,0,1,23,27,1,0.04,0.04,0.975,0.6
147,25-26,1,9,67,76,16,19,0.12,4,0.47,0.975,0.6
148,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.975,0.6
149,25-26,10,0,0,0,2,18,0,0,0,0.975,0.6
150,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.5
151,20-21,0.3,23,0,23,23,23,1,1,1,0.975,0.5
152,20-21,1,20,1,21,20,20,0.95,1.05,1,0.975,0.5
153,20-21,3,17,0,17,17,19,1,0.89,0.89,0.975,0.5
154,20-21,10,11,0,11,11,16,1,0.69,0.69,0.975,0.5
155,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.975,0.5
156,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.975,0.5
157,21-22,1,21,0,21,21,22,1,0.95,0.95,0.975,0.5
158,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.975,0.5
159,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.975,0.5
160,22-23,0.1,14,52,66,19,20,0.21,3.3,0.7,0.975,0.5
161,22-23,0.3,25,0,25,37,37,1,0.68,0.68,0.975,0.5
162,22-23,1,20,0,20,20,21,1,0.95,0.95,0.975,0.5
163,22-23,3,20,1,21,20,21,0.95,1,0.95,0.975,0.5
164,22-23,10,14,0,14,14,21,1,0.67,0.67,0.975,0.5
165,23-24,0.1,1,14,15,17,19,0.07,0.79,0.05,0.975,0.5
166,23-24,0.3,2,1,3,26,26,0.67,0.12,0.08,0.975,0.5
167,23-24,1,23,3,26,24,25,0.88,1.04,0.92,0.975,0.5
168,23-24,3,22,0,22,22,23,1,0.96,0.96,0.975,0.5
169,23-24,10,12,0,12,12,20,1,0.6,0.6,0.975,0.5
170,24-25,0.1,2,2,4,22,23,0.5,0.17,0.09,0.975,0.5
171,24-25,0.3,0,1,1,19,20,0,0.05,0,0.975,0.5
172,24-25,1,20,19,39,20,20,0.51,1.95,1,0.975,0.5
173,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.975,0.5
174,24-25,10,8,0,8,13,25,1,0.32,0.32,0.975,0.5
175,25-26,0.1,0,0,0,27,35,0,0,0,0.975,0.5
176,25-26,0.3,2,0,2,23,27,1,0.07,0.07,0.975,0.5
177,25-26,1,13,100,113,16,19,0.12,5.95,0.68,0.975,0.5
178,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.975,0.5
179,25-26,10,0,0,0,2,18,0,0,0,0.975,0.5
180,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.4
181,20-21,0.3,23,0,23,23,23,1,1,1,0.975,0.4
182,20-21,1,20,1,21,20,20,0.95,1.05,1,0.975,0.4
183,20-21,3,17,0,17,17,19,1,0.89,0.89,0.975,0.4
184,20-21,10,11,0,11,11,16,1,0.69,0.69,0.975,0.4
185,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.975,0.4
186,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.975,0.4
187,21-22,1,21,0,21,21,22,1,0.95,0.95,0.975,0.4
188,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.975,0.4
189,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.975,0.4
190,22-23,0.1,14,52,66,19,20,0.21,3.3,0.7,0.975,0.4
191,22-23,0.3,27,0,27,37,37,1,0.73,0.73,0.975,0.4
192,22-23,1,20,0,20,20,21,1,0.95,0.95,0.975,0.4
193,22-23,3,20,1,21,20,21,0.95,1,0.95,0.975,0.4
194,22-23,10,14,0,14,14,21,1,0.67,0.67,0.975,0.4
195,23-24,0.1,1,14,15,17,19,0.07,0.79,0.05,0.975,0.4
196,23-24,0.3,7,2,9,26,26,0.78,0.35,0.27,0.975,0.4
197,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.975,0.4
198,23-24,3,22,0,22,22,23,1,0.96,0.96,0.975,0.4
199,23-24,10,12,0,12,12,20,1,0.6,0.6,0.975,0.4
200,24-25,0.1,2,2,4,22,23,0.5,0.17,0.09,0.975,0.4
201,24-25,0.3,4,17,21,19,20,0.19,1.05,0.2,0.975,0.4
202,24-25,1,20,19,39,20,20,0.51,1.95,1,0.975,0.4
203,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.975,0.4
204,24-25,10,8,0,8,13,25,1,0.32,0.32,0.975,0.4
205,25-26,0.1,0,0,0,27,35,0,0,0,0.975,0.4
206,25-26,0.3,2,79,81,23,27,0.02,3,0.07,0.975,0.4
207,25-26,1,14,100,114,16,19,0.12,6,0.74,0.975,0.4
208,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.975,0.4
209,25-26,10,0,0,0,2,18,0,0,0,0.975,0.4
210,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.3
211,20-21,0.3,23,0,23,23,23,1,1,1,0.975,0.3
212,20-21,1,20,1,21,20,20,0.95,1.05,1,0.975,0.3
213,20-21,3,17,0,17,17,19,1,0.89,0.89,0.975,0.3
214,20-21,10,11,0,11,11,16,1,0.69,0.69,0.975,0.3
215,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.975,0.3
216,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.975,0.3
217,21-22,1,21,0,21,21,22,1,0.95,0.95,0.975,0.3
218,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.975,0.3
219,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.975,0.3
220,22-23,0.1,14,52,66,19,20,0.21,3.3,0.7,0.975,0.3
221,22-23,0.3,30,0,30,37,37,1,0.81,0.81,0.975,0.3
222,22-23,1,20,0,20,20,21,1,0.95,0.95,0.975,0.3
223,22-23,3,20,1,21,20,21,0.95,1,0.95,0.975,0.3
224,22-23,10,14,0,14,14,21,1,0.67,0.67,0.975,0.3
225,23-24,0.1,1,14,15,17,19,0.07,0.79,0.05,0.975,0.3
226,23-24,0.3,11,3,14,26,26,0.79,0.54,0.42,0.975,0.3
227,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.975,0.3
228,23-24,3,22,0,22,22,23,1,0.96,0.96,0.975,0.3
229,23-24,10,12,0,12,12,20,1,0.6,0.6,0.975,0.3
230,24-25,0.1,2,2,4,22,23,0.5,0.17,0.09,0.975,0.3
231,24-25,0.3,7,44,51,19,20,0.14,2.55,0.35,0.975,0.3
232,24-25,1,20,19,39,20,20,0.51,1.95,1,0.975,0.3
233,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.975,0.3
234,24-25,10,8,0,8,13,25,1,0.32,0.32,0.975,0.3
235,25-26,0.1,0,0,0,27,35,0,0,0,0.975,0.3
236,25-26,0.3,8,263,271,23,27,0.03,10.04,0.3,0.975,0.3
237,25-26,1,14,100,114,16,19,0.12,6,0.74,0.975,0.3
238,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.975,0.3
239,25-26,10,0,0,0,2,18,0,0,0,0.975,0.3
240,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.2
241,20-21,0.3,23,0,23,23,23,1,1,1,0.975,0.2
242,20-21,1,20,1,21,20,20,0.95,1.05,1,0.975,0.2
243,20-21,3,17,0,17,17,19,1,0.89,0.89,0.975,0.2
244,20-21,10,11,0,11,11,16,1,0.69,0.69,0.975,0.2
245,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.975,0.2
246,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.975,0.2
247,21-22,1,21,0,21,21,22,1,0.95,0.95,0.975,0.2
248,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.975,0.2
249,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.975,0.2
250,22-23,0.1,14,52,66,19,20,0.21,3.3,0.7,0.975,0.2
251,22-23,0.3,36,1,37,37,37,0.97,1,0.97,0.975,0.2
252,22-23,1,20,0,20,20,21,1,0.95,0.95,0.975,0.2
253,22-23,3,20,1,21,20,21,0.95,1,0.95,0.975,0.2
254,22-23,10,14,0,14,14,21,1,0.67,0.67,0.975,0.2
255,23-24,0.1,1,14,15,17,19,0.07,0.79,0.05,0.975,0.2
256,23-24,0.3,20,5,25,26,26,0.8,0.96,0.77,0.975,0.2
257,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.975,0.2
258,23-24,3,22,0,22,22,23,1,0.96,0.96,0.975,0.2
259,23-24,10,12,0,12,12,20,1,0.6,0.6,0.975,0.2
260,24-25,0.1,2,2,4,22,23,0.5,0.17,0.09,0.975,0.2
261,24-25,0.3,16,121,137,19,20,0.12,6.85,0.8,0.975,0.2
262,24-25,1,20,19,39,20,20,0.51,1.95,1,0.975,0.2
263,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.975,0.2
264,24-25,10,8,0,8,13,25,1,0.32,0.32,0.975,0.2
265,25-26,0.1,1,0,1,27,35,1,0.03,0.03,0.975,0.2
266,25-26,0.3,16,696,712,23,27,0.02,26.37,0.59,0.975,0.2
267,25-26,1,14,100,114,16,19,0.12,6,0.74,0.975,0.2
268,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.975,0.2
269,25-26,10,0,0,0,2,18,0,0,0,0.975,0.2
270,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.975,0.1
271,20-21,0.3,23,0,23,23,23,1,1,1,0.975,0.1
272,20-21,1,20,1,21,20,20,0.95,1.05,1,0.975,0.1
273,20-21,3,17,0,17,17,19,1,0.89,0.89,0.975,0.1
274,20-21,10,11,0,11,11,16,1,0.69,0.69,0.975,0.1
275,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.975,0.1
276,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.975,0.1
277,21-22,1,21,0,21,21,22,1,0.95,0.95,0.975,0.1
278,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.975,0.1
279,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.975,0.1
280,22-23,0.1,14,55,69,19,20,0.2,3.45,0.7,0.975,0.1
281,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.975,0.1
282,22-23,1,20,0,20,20,21,1,0.95,0.95,0.975,0.1
283,22-23,3,20,1,21,20,21,0.95,1,0.95,0.975,0.1
284,22-23,10,14,0,14,14,21,1,0.67,0.67,0.975,0.1
285,23-24,0.1,8,41,49,17,19,0.16,2.58,0.42,0.975,0.1
286,23-24,0.3,25,13,38,26,26,0.66,1.46,0.96,0.975,0.1
287,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.975,0.1
288,23-24,3,22,0,22,22,23,1,0.96,0.96,0.975,0.1
289,23-24,10,12,0,12,12,20,1,0.6,0.6,0.975,0.1
290,24-25,0.1,13,134,147,22,23,0.09,6.39,0.57,0.975,0.1
291,24-25,0.3,18,205,223,19,20,0.08,11.15,0.9,0.975,0.1
292,24-25,1,20,19,39,20,20,0.51,1.95,1,0.975,0.1
293,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.975,0.1
294,24-25,10,8,0,8,13,25,1,0.32,0.32,0.975,0.1
295,25-26,0.1,14,506,520,27,35,0.03,14.86,0.4,0.975,0.1
296,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.975,0.1
297,25-26,1,14,100,114,16,19,0.12,6,0.74,0.975,0.1
298,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.975,0.1
299,25-26,10,0,0,0,2,18,0,0,0,0.975,0.1
300,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,1
301,20-21,0.3,23,0,23,23,23,1,1,1,0.95,1
302,20-21,1,20,0,20,20,20,1,1,1,0.95,1
303,20-21,3,17,0,17,17,19,1,0.89,0.89,0.95,1
304,20-21,10,11,0,11,11,16,1,0.69,0.69,0.95,1
305,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.95,1
306,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.95,1
307,21-22,1,21,0,21,21,22,1,0.95,0.95,0.95,1
308,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.95,1
309,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.95,1
310,22-23,0.1,17,53,70,19,20,0.24,3.5,0.85,0.95,1
311,22-23,0.3,34,0,34,37,37,1,0.92,0.92,0.95,1
312,22-23,1,18,0,18,20,21,1,0.86,0.86,0.95,1
313,22-23,3,20,1,21,20,21,0.95,1,0.95,0.95,1
314,22-23,10,14,0,14,14,21,1,0.67,0.67,0.95,1
315,23-24,0.1,6,37,43,17,19,0.14,2.26,0.32,0.95,1
316,23-24,0.3,6,1,7,26,26,0.86,0.27,0.23,0.95,1
317,23-24,1,7,0,7,24,25,1,0.28,0.28,0.95,1
318,23-24,3,22,0,22,22,23,1,0.96,0.96,0.95,1
319,23-24,10,12,0,12,12,20,1,0.6,0.6,0.95,1
320,24-25,0.1,6,11,17,22,23,0.35,0.74,0.26,0.95,1
321,24-25,0.3,2,1,3,19,20,0.67,0.15,0.1,0.95,1
322,24-25,1,11,0,11,20,20,1,0.55,0.55,0.95,1
323,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.95,1
324,24-25,10,8,0,8,13,25,1,0.32,0.32,0.95,1
325,25-26,0.1,0,0,0,27,35,0,0,0,0.95,1
326,25-26,0.3,0,0,0,23,27,0,0,0,0.95,1
327,25-26,1,5,18,23,16,19,0.22,1.21,0.26,0.95,1
328,25-26,3,19,5,24,21,32,0.79,0.75,0.59,0.95,1
329,25-26,10,0,0,0,2,18,0,0,0,0.95,1
330,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.9
331,20-21,0.3,23,0,23,23,23,1,1,1,0.95,0.9
332,20-21,1,20,0,20,20,20,1,1,1,0.95,0.9
333,20-21,3,17,0,17,17,19,1,0.89,0.89,0.95,0.9
334,20-21,10,11,0,11,11,16,1,0.69,0.69,0.95,0.9
335,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.95,0.9
336,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.95,0.9
337,21-22,1,21,0,21,21,22,1,0.95,0.95,0.95,0.9
338,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.95,0.9
339,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.95,0.9
340,22-23,0.1,17,53,70,19,20,0.24,3.5,0.85,0.95,0.9
341,22-23,0.3,34,0,34,37,37,1,0.92,0.92,0.95,0.9
342,22-23,1,19,0,19,20,21,1,0.9,0.9,0.95,0.9
343,22-23,3,20,1,21,20,21,0.95,1,0.95,0.95,0.9
344,22-23,10,14,0,14,14,21,1,0.67,0.67,0.95,0.9
345,23-24,0.1,6,37,43,17,19,0.14,2.26,0.32,0.95,0.9
346,23-24,0.3,6,1,7,26,26,0.86,0.27,0.23,0.95,0.9
347,23-24,1,10,0,10,24,25,1,0.4,0.4,0.95,0.9
348,23-24,3,22,0,22,22,23,1,0.96,0.96,0.95,0.9
349,23-24,10,12,0,12,12,20,1,0.6,0.6,0.95,0.9
350,24-25,0.1,6,11,17,22,23,0.35,0.74,0.26,0.95,0.9
351,24-25,0.3,2,1,3,19,20,0.67,0.15,0.1,0.95,0.9
352,24-25,1,12,3,15,20,20,0.8,0.75,0.6,0.95,0.9
353,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.95,0.9
354,24-25,10,8,0,8,13,25,1,0.32,0.32,0.95,0.9
355,25-26,0.1,0,0,0,27,35,0,0,0,0.95,0.9
356,25-26,0.3,0,0,0,23,27,0,0,0,0.95,0.9
357,25-26,1,6,27,33,16,19,0.18,1.74,0.32,0.95,0.9
358,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.95,0.9
359,25-26,10,0,0,0,2,18,0,0,0,0.95,0.9
360,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.8
361,20-21,0.3,23,0,23,23,23,1,1,1,0.95,0.8
362,20-21,1,20,0,20,20,20,1,1,1,0.95,0.8
363,20-21,3,17,0,17,17,19,1,0.89,0.89,0.95,0.8
364,20-21,10,11,0,11,11,16,1,0.69,0.69,0.95,0.8
365,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.95,0.8
366,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.95,0.8
367,21-22,1,21,0,21,21,22,1,0.95,0.95,0.95,0.8
368,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.95,0.8
369,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.95,0.8
370,22-23,0.1,17,53,70,19,20,0.24,3.5,0.85,0.95,0.8
371,22-23,0.3,34,0,34,37,37,1,0.92,0.92,0.95,0.8
372,22-23,1,19,0,19,20,21,1,0.9,0.9,0.95,0.8
373,22-23,3,20,1,21,20,21,0.95,1,0.95,0.95,0.8
374,22-23,10,14,0,14,14,21,1,0.67,0.67,0.95,0.8
375,23-24,0.1,6,37,43,17,19,0.14,2.26,0.32,0.95,0.8
376,23-24,0.3,6,1,7,26,26,0.86,0.27,0.23,0.95,0.8
