,ABMAG,DEC,DITHER,IDX,RA,SOURCE,THETA,VEL
0,20.9249770543,-21.6098783031,1,0,8.27566263348,0,279.972867807,0.612411481629
1,20.9249770543,-21.6099249827,2,1,8.27567084156,0,279.972867807,0.612411481629
2,20.9249770543,-21.6099716623,3,2,8.27567904964,0,279.972867807,0.612411481629
3,20.9249770543,-21.6100183418,4,3,8.27568725772,0,279.972867807,0.612411481629
4,24.4402981791,-21.6901563392,1,4,7.90038429258,1,85.5148392126,4.87964958737
5,24.4402981791,-21.6897798499,2,5,7.90041382482,1,85.5148392126,4.87964958737
6,24.4402981791,-21.6894033607,3,6,7.90044335705,1,85.5148392126,4.87964958737
7,24.4402981791,-21.6890268715,4,7,7.90047288929,1,85.5148392126,4.87964958737
8,21.5798900911,-21.468597691,1,8,8.20692838695,2,296.740271758,10.6312077921
9,21.5798900911,-21.4693324703,2,9,8.20729858977,2,296.740271758,10.6312077921
10,21.5798900911,-21.4700672497,3,10,8.20766879259,2,296.740271758,10.6312077921
11,21.5798900911,-21.470802029,4,11,8.20803899541,2,296.740271758,10.6312077921
12,23.2024363603,-21.3375330851,1,12,8.26440216839,3,347.669711295,0.0106654753368
13,23.2024363603,-21.3375332613,2,13,8.26440297477,3,347.669711295,0.0106654753368
14,23.2024363603,-21.3375334376,3,14,8.26440378115,3,347.669711295,0.0106654753368
15,23.2024363603,-21.3375336138,4,15,8.26440458754,3,347.669711295,0.0106654753368
16,20.0874497749,-21.4898986435,1,16,8.13925607025,4,350.136401006,0.119395887999
17,20.0874497749,-21.4899002264,2,17,8.13926517395,4,350.136401006,0.119395887999
18,20.0874497749,-21.4899018093,3,18,8.13927427765,4,350.136401006,0.119395887999
19,20.0874497749,-21.4899033922,4,19,8.13928338134,4,350.136401006,0.119395887999
20,25.5124820486,-21.45715217,1,20,8.00195238932,5,163.24172907,21.3650697875
21,25.5124820486,-21.4566754132,2,21,8.00036912829,5,163.24172907,21.3650697875
22,25.5124820486,-21.4561986565,3,22,7.99878586726,5,163.24172907,21.3650697875
23,25.5124820486,-21.4557218997,4,23,7.99720260623,5,163.24172907,21.3650697875
24,25.4042891247,-21.6936179841,1,24,7.98902116379,6,219.255286594,0.608371732038
25,25.4042891247,-21.6936477772,2,25,7.98898470574,6,219.255286594,0.608371732038
26,25.4042891247,-21.6936775702,3,26,7.98894824769,6,219.255286594,0.608371732038
27,25.4042891247,-21.6937073633,4,27,7.98891178964,6,219.255286594,0.608371732038
28,20.2005285658,-21.4563169475,1,28,8.27026580118,7,279.189545258,0.127853770076
29,20.2005285658,-21.4563267154,2,29,8.2702673814,7,279.189545258,0.127853770076
30,20.2005285658,-21.4563364832,3,30,8.27026896161,7,279.189545258,0.127853770076
31,20.2005285658,-21.4563462511,4,31,8.27027054183,7,279.189545258,0.127853770076
32,25.7416960177,-21.2291093697,1,32,7.97454513034,8,230.980804113,0.749658661159
33,25.7416960177,-21.2291544456,2,33,7.9745086036,8,230.980804113,0.749658661159
34,25.7416960177,-21.2291995214,3,34,7.97447207686,8,230.980804113,0.749658661159
35,25.7416960177,-21.2292445973,4,35,7.97443555012,8,230.980804113,0.749658661159
36,20.8232559281,-21.2746037171,1,36,7.93416968293,9,259.926562626,0.0587936283848
37,20.8232559281,-21.2746081971,2,37,7.93416888706,9,259.926562626,0.0587936283848
38,20.8232559281,-21.2746126772,3,38,7.93416809119,9,259.926562626,0.0587936283848
39,20.8232559281,-21.2746171572,4,39,7.93416729532,9,259.926562626,0.0587936283848
40,21.7029701177,-21.3349874375,1,40,8.2328154398,10,12.6131486765,6.37137946091
41,21.7029701177,-21.3348797621,2,41,8.23329663345,10,12.6131486765,6.37137946091
42,21.7029701177,-21.3347720866,3,42,8.2337778271,10,12.6131486765,6.37137946091
43,21.7029701177,-21.3346644111,4,43,8.23425902076,10,12.6131486765,6.37137946091
44,23.6364991062,-21.6456287428,1,44,8.36669566102,11,107.44180952,0.154903358264
45,23.6364991062,-21.6456173057,2,45,8.36669206769,11,107.44180952,0.154903358264
46,23.6364991062,-21.6456058686,3,46,8.36668847436,11,107.44180952,0.154903358264
47,23.6364991062,-21.6455944315,4,47,8.36668488103,11,107.44180952,0.154903358264
48,25.6653508163,-21.2530420562,1,48,7.89198934421,12,21.0644970775,0.747793818853
49,25.6653508163,-21.2530212555,2,49,7.89204335015,12,21.0644970775,0.747793818853
50,25.6653508163,-21.2530004548,3,50,7.8920973561,12,21.0644970775,0.747793818853
51,25.6653508163,-21.2529796541,4,51,7.89215136204,12,21.0644970775,0.747793818853
52,25.1164132467,-21.2714230552,1,52,8.14609627405,13,308.541939331,0.0104815102793
53,25.1164132467,-21.2714236896,2,53,8.14609677949,13,308.541939331,0.0104815102793
54,25.1164132467,-21.2714243241,3,54,8.14609728493,13,308.541939331,0.0104815102793
